account_no,customer_name,alias,customer_group,legacy_codes,contract_numbers,contract_sl_nos,emirate,place_of_supply,district,address,po_box,email,phone,mobile,trn,priority,latitude,longitude,maps_link_coords,location_source,location_status,required_info,notes
11323,Aryaas Gourmet Veg Restaurant LLC- Shj.Br-Br 1,,ARYAAS GROUP,0181,,,Sharjah,Sharjah,Muwaileh,Commercial Muweilah,29157,,0503445185,,100225789500003,,25.295924,55.486309,"https://www.google.com/maps?q=25.295924,55.486309",AREA_CENTROID,AREA_APPROX,ASK: EMAIL,District-level coordinates only — capture exact pin on first visit
11324,Aryaas Gourmet Veg Restaurant LLC,,ARYAAS GROUP,0182,"10024/25, 1068/25","1, 29",Dubai,Dubai,Muweilah Commercial,"Beside Karama Park Street 20 B, Al Karama",29157,,0569941928,,100225789500003,,25.292737,55.442218,"https://www.google.com/maps?q=25.292737,55.442218",CONTRACT_MASTER,VERIFIED,ASK: EMAIL,"Location inherited from contract master (SL 1, 29)"
11325,Aryaas Gourmet Alqusais Veg Rest LLC,,ARYAAS GROUP,0183,,,Dubai,Dubai,Al Nahda,"Food Court,Beside Lulu Hypermarket, Al Nahda Road, Qusais",29157,,056994142,,100225789500003,,25.273208,55.369476,"https://www.google.com/maps?q=25.273208,55.369476",AREA_CENTROID,AREA_APPROX,ASK: EMAIL,District-level coordinates only — capture exact pin on first visit
11326,AL AFIA RESTAURANT,,,0184,,,Sharjah,Sharjah,Al Mahatah,AL MAHATTA,,,0504961234,,,,25.3463,55.4209,"https://www.google.com/maps?q=25.346300,55.420900",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: TRN,District-level coordinates only — capture exact pin on first visit
11327,AL ATLAL ROASTRY,,AL ATLAL ROASTRY GROUP,0185,"1053/25, 1126/26, 1208/26","17, 152, 70",Sharjah,Sharjah,Wasit,Wasit Road,22922,,065531173,0502916629,,,25.317843,55.372295,"https://www.google.com/maps?q=25.317843,55.372295",CONTRACT_MASTER,VERIFIED,ASK: EMAIL; ASK: TRN,"Location inherited from contract master (SL 17, 152, 70)"
11328,Wall Street Exchange Centre LLC,,,,,,Sharjah,Sharjah,Industrial Area 11,"Shop No. 13, National Paints Bldg , Industrial Area 11",3014,admin@wallstreet.ae,,,,,25.311094,55.413447,"https://www.google.com/maps?q=25.311094,55.413447",AREA_CENTROID,AREA_APPROX,ASK: PHONE/MOBILE; ASK: TRN,District-level coordinates only — capture exact pin on first visit
11329,AL MAKHMAL FOOD STUFF TR,,,0187,,,,,,Buteena,759,,0557320667,,,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11331,TAJ AL NEJOUM GENTS SALON-BRANCH 2,,,0188,,,Sharjah,Sharjah,Muwaileh,MUWAILAH,,,0521102388,,,,25.295924,55.486309,"https://www.google.com/maps?q=25.295924,55.486309",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: TRN,District-level coordinates only — capture exact pin on first visit
11332,OLD CAFÉ SHJ BR,,,0189,1159/26,101,Sharjah,Sharjah,Muwaileh,MUWAILAH,7417,,0563517799,,,,25.309202,55.45928,"https://www.google.com/maps?q=25.309202,55.459280",CONTRACT_MASTER,VERIFIED,ASK: EMAIL; ASK: TRN,Location inherited from contract master (SL 101)
11333,NEW GENERATION  FOOD SUPPLEMENTS TRADING LLC (SHJ BR 1),,,0190,,,,,,"MATAJER MALL,,  JURAINA",,,065458415,,,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11334,AL WEDHYAN GROCERY,,,,,,,,,BUTEENA,73125,,065643664,,0191,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11335,A D N H CATERING - L.L.C - O.P.C,,,0192,,,Sharjah,Sharjah,Al Khan,Al khan,1897,suzette.gonzales@adnhcompassme.com,+971565069631,,100271025700003,,25.314391,55.375385,"https://www.google.com/maps?q=25.314391,55.375385",AREA_CENTROID,AREA_APPROX,,District-level coordinates only — capture exact pin on first visit
11336,Shaikha Hamdan Rashid Binkhadim,,,0193,,,,,,Dasman,4240,,0506791111,,100306456300003,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11337,SHARJAH FALCON CAFETERIA,,,0194,,,Sharjah,Sharjah,Al Majaz,Al Majaz,,,0567561296,,100398400000003,,25.330126,55.374338,"https://www.google.com/maps?q=25.330126,55.374338",AREA_CENTROID,AREA_APPROX,ASK: EMAIL,District-level coordinates only — capture exact pin on first visit
11338,SMOKED MEAT WORLD.LLC SOLE PROPRIETORSHIP,,,0195,,,,,,ZAWAYA WALK,68501,,0527057906,,10411510750003,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11339,SMOKED MEAT HOUSE REST.LLC,,,0196,,,,,,BUHAIRA CORNICH,68501,,0567561296,,100558788400003,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11341,MASTER CHEF REST.LLC SOLE PROPRIETORSHIP,,,0197,,,Sharjah,Sharjah,Al Khan,Al Khan Street,68501,,0567561296,,,,25.314391,55.375385,"https://www.google.com/maps?q=25.314391,55.375385",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: TRN,District-level coordinates only — capture exact pin on first visit
11342,Al Taneen Al Aswad Karate,,AL TANEEN KARATE GROUP,"0198,",1172/26,114,Sharjah,Sharjah,Al Nahda,Al Nahda,38779,,+971558996989,,,,25.301355,55.37487,"https://www.google.com/maps?q=25.301355,55.374870",CONTRACT_MASTER,AREA_APPROX,ASK: EMAIL; ASK: TRN,Location inherited from contract master (SL 114)
11343,SAHARA FITNESS,,,0199,,,Sharjah,Sharjah,Abu Shagara,Abushagara,67845,,+971509665756,,,,25.336248,55.395397,"https://www.google.com/maps?q=25.336248,55.395397",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: TRN,District-level coordinates only — capture exact pin on first visit
11344,M - 1 SHIPPING,,,0200,,,Sharjah,Sharjah,Industrial Area 2,Industrial Area 2,,Fatima.Amira@m1shipping.com,+971564386561,,,,25.311094,55.413447,"https://www.google.com/maps?q=25.311094,55.413447",AREA_CENTROID,AREA_APPROX,ASK: TRN,District-level coordinates only — capture exact pin on first visit
11345,FRESH COOKIES CORNER,,,0202,,,Sharjah,Sharjah,Muwaileh,MUWAILAH,1150,,058296914,,,,25.295924,55.486309,"https://www.google.com/maps?q=25.295924,55.486309",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: TRN,District-level coordinates only — capture exact pin on first visit
11346,KHAMIS HASSAN KHAMIS HASSAN ALSHAMSI,,,202,,,,,,"Villa No: 131, Al Rahmanyia",998,,+971506321561,,100549156600003,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11347,AL NOUF REAL ESTATE LLC SP,,,0203,,,Sharjah,Sharjah,Al Yarmook,"Shop No 10,Al Qasimiya Street,, Al Yarmouk",46533,,0559881900,,105037489900003,,25.350508,55.404911,"https://www.google.com/maps?q=25.350508,55.404911",AREA_CENTROID,AREA_APPROX,ASK: EMAIL,District-level coordinates only — capture exact pin on first visit
11348,IRSHAD SUPERMARKET,,,0204,,,Sharjah,Sharjah,Industrial Area 6,Industrial area - 6,,,+971522126566,,,,25.311094,55.413447,"https://www.google.com/maps?q=25.311094,55.413447",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: TRN,District-level coordinates only — capture exact pin on first visit
11349,SILEVR WING CORNER LADIES SALOON,,,0205,,,,,,Bu Ding,,,,,,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11351,"AL FARAJ BUILDING , DUBAI- UAE",,,0206,1103/25,50,Dubai,Dubai,Al Nahda 2,,,,,,,,25.28971,55.377969,"https://www.google.com/maps?q=25.289710,55.377969",CONTRACT_MASTER,VERIFIED,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: ADDRESS; ASK: TRN,Location inherited from contract master (SL 50)
11352,BUN & BURR CAFE,,BUN & BURR GROUP,"0207,",1064/25,26,Sharjah,Sharjah,Al Dhaid,safari park,,,,+971505818609,,,25.27092,55.876824,"https://www.google.com/maps?q=25.270920,55.876824",CONTRACT_MASTER,AREA_APPROX,ASK: EMAIL; ASK: TRN,Location inherited from contract master (SL 26)
11353,HAMARIYA FREE ZONE MUNCIPALITY ACCOMMODATION,,,0208,,,,,,HAMARIYA,,,+971501468508,,,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11354,AL QAED INTERNATIONAL GENERAL TRADING LLC ACCOMMODATION,,,0210,,,Sharjah,Sharjah,Al Sajaa,Sajaa,,,+971505516632,,,,25.311217,55.641176,"https://www.google.com/maps?q=25.311217,55.641176",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: TRN,District-level coordinates only — capture exact pin on first visit
11355,MAZAYA REAL ESTATE,,,02010,,,Sharjah,Sharjah,Al Yarmook,Al Yarmook,,,+971501312720,,,,25.350508,55.404911,"https://www.google.com/maps?q=25.350508,55.404911",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: TRN,District-level coordinates only — capture exact pin on first visit
11356,CASEARS RESTTAURANT CONFECTIONERY,,,02011,,,,,,ZAHIA CITY CENTER,,,,,,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11357,PAN GULF FURNITURE,,,02012,,,Sharjah,Sharjah,Industrial Area 6,Industrial area - 6,,,+971563295580,,,,25.311094,55.413447,"https://www.google.com/maps?q=25.311094,55.413447",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: TRN,District-level coordinates only — capture exact pin on first visit
11358,BURJ BABIL FOOD STOFF TR LLC,,,02013,,,,,,National paint area,33886,,065349084,0552021080,100242802500003,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11359,BIRYANI BHAVAN REST,,,02014,,,Sharjah,Sharjah,Abu Shagara,Abushagara,,,,,,,25.336248,55.395397,"https://www.google.com/maps?q=25.336248,55.395397",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: TRN,District-level coordinates only — capture exact pin on first visit
11361,SHIFA RASHID MUHAMMAD RASHID KHALIQ,,,0215,,,Sharjah,Sharjah,Hoshi,"Maleeha Road, Hoshi",1150,,0543460896,+971569069914,105033285500003,,25.3463,55.4209,"https://www.google.com/maps?q=25.346300,55.420900",AREA_CENTROID,AREA_APPROX,ASK: EMAIL,District-level coordinates only — capture exact pin on first visit
11362,LORIS RESTAURANT LLC - SOLE PROPRIETORSHIP,,,0216,,,Sharjah,Sharjah,Al Nahda,NAHDAH,47848,,0551056461,,,,25.301355,55.37487,"https://www.google.com/maps?q=25.301355,55.374870",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: TRN,District-level coordinates only — capture exact pin on first visit
11363,GOLDEN SILK RESTAURANT,,,0217,,,,,,AL HAMARIYA,,,0564793453,,,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11364,CHINA JIANGUS INTERNATIONAL CONSTRUCTION CO (LLC),,,0218,,,Sharjah,Sharjah,Al Sajaa,Sajaa,118825,,+971505530098,,,,25.311217,55.641176,"https://www.google.com/maps?q=25.311217,55.641176",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: TRN,District-level coordinates only — capture exact pin on first visit
11365,GLOBAL STAR ENGINEERING,,,0219,,,Sharjah,Sharjah,Industrial Area 2,Industrial area - 2,,,065278744,,,,25.311094,55.413447,"https://www.google.com/maps?q=25.311094,55.413447",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: TRN,District-level coordinates only — capture exact pin on first visit
11366,MOHAMMED SHAH ALAM TR L.L.C,,,0220,,,,,,AL GHUAIR,71881,,0503069756,,,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11367,A S G Management Services LLC,,,0221,,,,,,"Al Dar, Muraqqabat",25250,,+971567863226,,100045237300003,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11368,AJ Industries LLC,aj ajman,,,,,Ajman,Ajman,Industrial Area 3,"Industrial Area 3, Al Jurf",905,,,,100561299700003,,25.375639,55.471136,"https://www.google.com/maps?q=25.375639,55.471136",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: PHONE/MOBILE,District-level coordinates only — capture exact pin on first visit
11369,BAB AL QASIMIA GROCERY,,,0222,,,Sharjah,Sharjah,Al Nahda,AL NAHDA,,,,,,,25.301355,55.37487,"https://www.google.com/maps?q=25.301355,55.374870",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: TRN,District-level coordinates only — capture exact pin on first visit
11371,CITY MEDICAL CENTER/ (S.P.S - L.L.C),,,0224,,,,,,"FLAT NO. 107, RUMALIA 1",2678,,+971506284787,,100339899500003,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11372,FAYSAL HASSAN GROCERY,,,0225,,,Sharjah,Sharjah,Al Sajaa,Sajaa,,,,,,,25.311217,55.641176,"https://www.google.com/maps?q=25.311217,55.641176",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: TRN,District-level coordinates only — capture exact pin on first visit
11373,SABIN ENGINEERING FZC,,,0226,,,,,,Safe Zone,,,0556014687,,,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11374,CASEARS RESTAURANT & CONFECTIONERY,,,0227,,,,,,Meena Road,5077,,,,,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11375,DAR AL MARJAN SWEETS,,,0228,1194/26,138,Sharjah,Sharjah,Al Gharb,AL GHUAIR,20090,,0509591419,,,,25.358866,55.387466,"https://www.google.com/maps?q=25.358866,55.387466",CONTRACT_MASTER,VERIFIED,ASK: EMAIL; ASK: TRN,Location inherited from contract master (SL 138)
11376,CHILIS CAFE,,,0229,,,,,,ZAHIA CITY CENTER,,,,,,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11377,AL SAHIL AL ARABI AUTO MAINT W.SHOP,,,0230,,,Sharjah,Sharjah,Industrial Area 17,Industrial area - 17,,workshopsa@cleancodubai.com,,,,,25.286894,55.448507,"https://www.google.com/maps?q=25.286894,55.448507",AREA_CENTROID,AREA_APPROX,ASK: PHONE/MOBILE; ASK: TRN,District-level coordinates only — capture exact pin on first visit
11378,AL AYMEM HAIRDRESSING SALOON,,,0231,1217/26,160,Sharjah,Sharjah,Industrial Area 11,SHARJAH,65291,,0507566713,,,,25.311094,55.413447,"https://www.google.com/maps?q=25.311094,55.413447",CONTRACT_MASTER,AREA_APPROX,ASK: EMAIL; ASK: TRN,Location inherited from contract master (SL 160)
11379,Al Samadi Sweets,,AL SAMADI SWEETS GROUP,",",,,Ajman,Ajman,,Al Rashidiya 3,,,,,,,25.4052,55.5136,"https://www.google.com/maps?q=25.405200,55.513600",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: TRN,Emirate-level coordinates only — capture exact pin on first visit
11381,Al Kubaisi Ice Factory,,,,,,,,,Al Ttay,,,,,,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11382,SAFARTAS SUPERMARKET LLC SOLE PROORIETORSHIP,,,0235,,,Sharjah,Sharjah,Al Khan,Al khan,,,0508927778,,,,25.314391,55.375385,"https://www.google.com/maps?q=25.314391,55.375385",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: TRN,District-level coordinates only — capture exact pin on first visit
11383,AL MASHAEIR AL JAMILAH LADIES SALOON,,,0236,,,Sharjah,Sharjah,Abu Shagara,Abushagara,,,0508625361,,,,25.336248,55.395397,"https://www.google.com/maps?q=25.336248,55.395397",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: TRN,District-level coordinates only — capture exact pin on first visit
11384,YUMMY TASTE TIME CAFETERIA LLC,,,0237,,,Sharjah,Sharjah,Al Nahda,AL NAHDA,,,0555670680,,,,25.301355,55.37487,"https://www.google.com/maps?q=25.301355,55.374870",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: TRN,District-level coordinates only — capture exact pin on first visit
11385,FULL MOON RESTURANT LLC SOLE PROPRIETORSHIP,,,0238,,,Sharjah,Sharjah,Al Majaz,AL MAJAZ,6390,,054338002,,,,25.330126,55.374338,"https://www.google.com/maps?q=25.330126,55.374338",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: TRN,District-level coordinates only — capture exact pin on first visit
11386,VILLA NO: 21- AL HAMRA - RAK,,,0240,,,,,,AL HAMRA,,,,,,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11387,Al Mumtaz Bldg Clean & Pest Control,co.,,,,,,,,Al Manakh,66575,info@almumtaz.ae,065654466,0501310414,100072077900003,,,,,NONE,NO_LOCATION,ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11388,Luxe Marca Trading LLC,,,0242,,,Sharjah,Sharjah,Al Mamzar,"Sheikha Maryam Bint Ghanem Tower, AL TAWAN  St - Al Mamzar",,,,,104228512000003,,25.308588,55.367154,"https://www.google.com/maps?q=25.308588,55.367154",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: PHONE/MOBILE,District-level coordinates only — capture exact pin on first visit
11389,YOUSOF AL ZUBAIR VILLA,,,0243,,,Sharjah,Sharjah,,Sharjah,,,0504445244,,,,25.3463,55.4209,"https://www.google.com/maps?q=25.346300,55.420900",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: TRN,Emirate-level coordinates only — capture exact pin on first visit
11391,AL ISTANAH GAR. IRONING,,,0244,,,Sharjah,Sharjah,Industrial Area 11,Industrial area - 11,47470,,0555891473,,,,25.311094,55.413447,"https://www.google.com/maps?q=25.311094,55.413447",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: TRN,District-level coordinates only — capture exact pin on first visit
11392,STAR VOLGA RESTAURANT,,,0245,,,,,,NEAR BURJUMAN METRO EXIT -2,,,,,,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11393,PIPPEN PARK NURSERY,,,0246,,,Sharjah,Sharjah,Al Ghubaiba,AL GHUBAIBA,,christine_raphael@hotmail.com,065795936,0507266100,,,25.345199,55.413298,"https://www.google.com/maps?q=25.345199,55.413298",AREA_CENTROID,AREA_APPROX,ASK: TRN,District-level coordinates only — capture exact pin on first visit
11394,DALLAS MEDICAL CENTER,,,AMPC0247,,,Sharjah,Sharjah,Wasit,Villa No 380 wasit st al falaj al riqa suburb shj,,,0527200180,0527200180,,,25.355297,55.459773,"https://www.google.com/maps?q=25.355297,55.459773",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: TRN,District-level coordinates only — capture exact pin on first visit
11395,Xchem International LLC,,,0248,,,Ras Al Khaimah,Ras Al Khaimah,,"Industrial Plot A-03, RAK Investment Authority",32635,hassan.ali@hbfuller.com,+971558750165,,,,25.7895,55.9432,"https://www.google.com/maps?q=25.789500,55.943200",AREA_CENTROID,AREA_APPROX,ASK: TRN,Emirate-level coordinates only — capture exact pin on first visit
11396,AL AKAL AL MUMTAZ RESTURANT,,,0249,,,,,,KING FAISAL ST,,,,,,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11397,Sand  Hills Building Contg L.L.C,,,AMPC00248,,,,,,,,,,,104064719800003,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: ADDRESS; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11398,AL RAMZ REAL ESTATE L L C . DUBAI,,,0250,,,Dubai,Dubai,,DIP - 2,,,+971558085433,,,,25.2048,55.2708,"https://www.google.com/maps?q=25.204800,55.270800",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: TRN,Emirate-level coordinates only — capture exact pin on first visit
11399,MAQAR AL AMAN REAL ESTATE - MUJARRA BLDG,,,0251,,,,,,Al Mujarra,,,+971544746864,,,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11411,LAHDAHT JAMAL BEAUTY CENTRE,,,0252,,,,,,Al NAbaa,78768,,0528775891,,,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11412,Replika Restuarant,,,,,,Dubai,Dubai,,"Windsor Manor Tower, Business Bay",,,,052696043,,,25.2048,55.2708,"https://www.google.com/maps?q=25.204800,55.270800",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: TRN,Emirate-level coordinates only — capture exact pin on first visit
11413,Al Itqan American School,,,0254,,,Sharjah,Sharjah,Al Azra,Al Azra,31717,,065220010,+971555644654,100215810100003,,25.3435,55.4569,"https://www.google.com/maps?q=25.343500,55.456900",AREA_CENTROID,AREA_APPROX,ASK: EMAIL,District-level coordinates only — capture exact pin on first visit
11414,Fly Me Spa,,,0255,,,Sharjah,Sharjah,Muwaileh,Muweilah,,,065678886,0506324034,100543540700003,,25.295924,55.486309,"https://www.google.com/maps?q=25.295924,55.486309",AREA_CENTROID,AREA_APPROX,ASK: EMAIL,District-level coordinates only — capture exact pin on first visit
11415,Emax Al Wahda Sharjah,,,0256,,,Sharjah,Sharjah,Al Majaz,"Al Majaz 2, Al Wahda St",,,065551112,,,,25.330126,55.374338,"https://www.google.com/maps?q=25.330126,55.374338",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: TRN,District-level coordinates only — capture exact pin on first visit
11416,ROOTS MEDICAL CENTRE L L C,,,0257,,,Sharjah,Sharjah,Al Nahda,Al Nahda,,,0505162716,,,,25.301355,55.37487,"https://www.google.com/maps?q=25.301355,55.374870",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: TRN,District-level coordinates only — capture exact pin on first visit
11417,Pankoul Furniture,,,0258,,,Sharjah,Sharjah,Industrial Area 15,Industrial Area - 15,,,0506280533,,,,25.311094,55.413447,"https://www.google.com/maps?q=25.311094,55.413447",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: TRN,District-level coordinates only — capture exact pin on first visit
11418,Sahab - 1 Building Ajman,,,0259,,,,,,"Back Side of Ramiz Mall, Al Nuaimya-1",,,,,,,,,,NONE,NO_LOCATION,ASK: EMAIL; ASK: PHONE/MOBILE; ASK: TRN; ASK: EMIRATE/PLACE_OF_SUPPLY; ASK: LOCATION_PIN,
11419,Amoudo Bakery & Sweets,,,,,,Sharjah,Sharjah,Muwaileh,"Industrial Area, Muwaileh Commercial",,,,0528256221,,High,25.295924,55.486309,"https://www.google.com/maps?q=25.295924,55.486309",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: TRN,District-level coordinates only — capture exact pin on first visit
11421,Shamla Mandi Restuarant,,,,,,Dubai,Dubai,,"Al Maktoum Rd, Deira",,,,0505390440,,,25.2048,55.2708,"https://www.google.com/maps?q=25.204800,55.270800",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: TRN,Emirate-level coordinates only — capture exact pin on first visit
11422,Mazrat Al Fawakeh Supermarket,,MAZRAT AL FAWAKEH GROUP,",",,,Sharjah,Sharjah,Al Majaz,"Al Wahda St, Al Majaz",,,,0567527169,,,25.330126,55.374338,"https://www.google.com/maps?q=25.330126,55.374338",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: TRN,District-level coordinates only — capture exact pin on first visit
11423,LUZON DENTAL CLINIC,,,0264,1043/25,11,Sharjah,Sharjah,Al Khan,AL KHAN ST,38221,,065566388,,100025589100003,,25.32994,55.370056,"https://www.google.com/maps?q=25.329940,55.370056",CONTRACT_MASTER,VERIFIED,ASK: EMAIL,Location inherited from contract master (SL 11)
11424,Emirates Taste Catering Services Food LLC,,,0265,,,Dubai,Dubai,,Jebel Ali Industrial Area 3,,,025507320,,,,25.2048,55.2708,"https://www.google.com/maps?q=25.204800,55.270800",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: TRN,Emirate-level coordinates only — capture exact pin on first visit
11425,Aiwa Plastic Products Industry LLC,,,0266,,,Sharjah,Sharjah,Industrial Area 2,Industrial area - 2,8243,info@aiwaplast.com,067433576,,,,25.311094,55.413447,"https://www.google.com/maps?q=25.311094,55.413447",AREA_CENTROID,AREA_APPROX,ASK: TRN,District-level coordinates only — capture exact pin on first visit
11426,REDTAPE,,REDTAPE GROUP,", ,",,,Sharjah,Sharjah,Industrial Area,"Industrial Area, Al Nahdha, Al Wahda St",,,,0555601249,,,25.3169,55.4187,"https://www.google.com/maps?q=25.316900,55.418700",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: TRN,District-level coordinates only — capture exact pin on first visit
11427,NASAR NELLOY GEN RT LLC,,,0270,,,Sharjah,Sharjah,Industrial Area 12,Industrial area -12,67868,,0506265931,,,,25.311094,55.413447,"https://www.google.com/maps?q=25.311094,55.413447",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: TRN,District-level coordinates only — capture exact pin on first visit
11428,Al mamoura real estate,,,", ,",,,Sharjah,Sharjah,Al Musalla,"Muhrez Bin Amer Street 15, Al Musalla",,tawfeqmohammed4@gmail.com,,0506542842,,,25.06212,56.352787,"https://www.google.com/maps?q=25.062120,56.352787",AREA_CENTROID,AREA_APPROX,ASK: TRN,District-level coordinates only — capture exact pin on first visit
11429,Ocean basket,,,",",,,Dubai,Dubai,,"tripoli st, Mirdif city centre, Mirdif",,,,0524769911,,,25.2048,55.2708,"https://www.google.com/maps?q=25.204800,55.270800",AREA_CENTROID,AREA_APPROX,ASK: EMAIL; ASK: TRN,Emirate-level coordinates only — capture exact pin on first visit
